Outage_ID,Region,Start_Time,Duration_Hours,End_Time,Cause,Customers_Affected,Weather_Condition
2496,Montgomery,2023-11-03 20:16:00,2.94,2023-11-03 23:12:24.000000000,Weather,4730,Clear
2497,Rural North,2023-09-24 23:44:00,1.08,2023-09-25 00:48:48.000000000,Weather,1873,High Wind
2498,Rural South,2024-03-22 23:17:00,1.05,2024-03-23 00:20:00.000000000,Maintenance,2363,Heavy Rain
2499,Huntsville,2024-03-16 18:08:00,2.09,2024-03-16 20:13:24.000000000,Maintenance,2906,Storm
2500,Birmingham,2024-10-13 06:26:00,6.04,2024-10-13 12:28:24.000000000,Maintenance,4837,Heavy Rain
2501,Montgomery,2023-01-02 23:58:00,4.75,2023-01-03 04:43:00.000000000,Other,2511,Heatwave
2502,Rural North,2024-06-03 17:33:00,9.87,2024-06-04 03:25:12.000000000,Weather,947,Heavy Rain
2503,Montgomery,2024-10-12 21:29:00,0.22,2024-10-12 21:42:12.000000000,Weather,2090,Heatwave
2504,Birmingham,2024-09-27 05:27:00,0.94,2024-09-27 06:23:24.000000000,Weather,1765,Storm
2505,Rural North,2023-11-05 20:40:00,0.25,2023-11-05 20:55:00.000000000,Other,3400,Heavy Rain
2506,Montgomery,2024-06-05 05:19:00,4.17,2024-06-05 09:29:12.000000000,Maintenance,1226,Storm
2507,Mobile,2024-04-13 06:38:00,0.46,2024-04-13 07:05:36.000000000,Weather,1213,Heatwave
2508,Birmingham,2023-07-31 01:44:00,0.32,2023-07-31 02:03:12.000000000,Weather,1900,Ice
2509,Birmingham,2023-04-22 11:35:00,2.47,2023-04-22 14:03:12.000000000,Equipment Failure,3041,High Wind
2510,Birmingham,2023-01-08 16:56:00,1.59,2023-01-08 18:31:24.000000000,Weather,400,Heatwave
2511,Mobile,2024-04-21 05:29:00,3.77,2024-04-21 09:15:12.000000000,Equipment Failure,2521,Clear
2512,Mobile,2024-04-04 10:59:00,2.0,2024-04-04 12:59:00.000000000,Other,2987,Heavy Rain
2513,Huntsville,2023-09-10 17:50:00,1.66,2023-09-10 19:29:36.000000000,Equipment Failure,3756,Storm
2514,Rural South,2024-06-09 09:58:00,1.66,2024-06-09 11:37:36.000000000,Other,108,High Wind
2515,Montgomery,2024-03-13 13:40:00,6.16,2024-03-13 19:49:36.000000000,Weather,2205,Heavy Rain
2516,Huntsville,2024-10-22 10:40:00,1.51,2024-10-22 12:10:36.000000000,Equipment Failure,4675,High Wind
2517,Montgomery,2023-08-24 05:13:00,1.22,2023-08-24 06:26:12.000000000,Wildlife,4832,Ice
2518,Rural South,2023-11-02 19:30:00,1.24,2023-11-02 20:44:24.000000000,Equipment Failure,1011,Heavy Rain
2519,Mobile,2024-04-22 07:41:00,0.66,2024-04-22 08:20:36.000000000,Equipment Failure,1580,Storm
2520,Rural South,2024-11-09 08:05:00,5.91,2024-11-09 13:59:36.000000000,Maintenance,4408,Ice
2521,Mobile,2023-01-20 06:49:00,0.48,2023-01-20 07:17:48.000000000,Wildlife,3639,Heavy Rain
2522,Rural South,2023-08-04 00:26:00,7.18,2023-08-04 07:36:48.000000000,Weather,1073,High Wind
2523,Huntsville,2023-05-15 17:32:00,1.0,2023-05-15 18:32:00.000000000,Weather,648,Ice
2524,Rural North,2023-05-09 04:30:00,6.89,2023-05-09 11:23:24.000000000,Weather,2752,Storm
2525,Huntsville,2024-02-14 11:25:00,4.69,2024-02-14 16:06:24.000000000,Other,1152,Heavy Rain
2526,Montgomery,2024-02-26 08:20:00,2.62,2024-02-26 10:57:12.000000000,Other,2130,High Wind
2527,Huntsville,2023-10-21 21:16:00,3.32,2023-10-22 00:35:12.000000000,Weather,561,High Wind
2528,Birmingham,2023-09-03 06:24:00,1.18,2023-09-03 07:34:48.000000000,Weather,3285,Heatwave
2529,Montgomery,2024-12-01 00:59:00,2.56,2024-12-01 03:32:36.000000000,Other,986,Ice
2530,Rural South,2024-07-09 18:50:00,1.04,2024-07-09 19:52:24.000000000,Weather,4201,Heavy Rain
2531,Montgomery,2023-03-27 03:39:00,1.54,2023-03-27 05:11:24.000000000,Weather,3360,Heatwave
2532,Rural North,2024-07-09 12:50:00,4.34,2024-07-09 17:10:24.000000000,Weather,3224,High Wind
2533,Mobile,2024-01-10 09:23:00,0.84,2024-01-10 10:13:24.000000000,Weather,3557,Ice
2534,Rural South,2024-03-21 09:05:00,5.48,2024-03-21 14:33:48.000000000,Maintenance,2941,Clear
2535,Montgomery,2024-01-13 01:35:00,1.41,2024-01-13 02:59:36.000000000,Equipment Failure,4079,High Wind
2536,Rural South,2024-01-25 16:28:00,2.28,2024-01-25 18:44:48.000000000,Equipment Failure,3995,Ice
2537,Rural South,2024-10-18 18:32:00,8.54,2024-10-19 03:04:24.000000000,Other,4151,Clear
2538,Rural South,2023-02-20 13:47:00,3.43,2023-02-20 17:12:48.000000000,Weather,355,Ice
2539,Mobile,2023-08-30 03:50:00,3.11,2023-08-30 06:56:36.000000000,Weather,4952,High Wind
2540,Huntsville,2023-10-21 16:07:00,3.73,2023-10-21 19:50:48.000000000,Wildlife,2952,Clear
2541,Rural South,2024-07-16 04:34:00,7.51,2024-07-16 12:04:36.000000000,Maintenance,1086,Ice
2542,Birmingham,2023-09-23 04:05:00,0.86,2023-09-23 04:56:36.000000000,Weather,1181,Heavy Rain
2543,Rural North,2023-04-30 01:50:00,2.85,2023-04-30 04:41:00.000000000,Weather,3780,Clear
2544,Mobile,2024-12-12 03:53:00,1.53,2024-12-12 05:24:48.000000000,Weather,3171,Ice
2545,Montgomery,2023-09-05 21:41:00,0.04,2023-09-05 21:43:24.000000000,Equipment Failure,242,Heavy Rain
2546,Mobile,2023-03-11 06:56:00,0.4,2023-03-11 07:20:00.000000000,Weather,3808,Clear
2547,Montgomery,2023-02-26 11:17:00,1.18,2023-02-26 12:27:48.000000000,Equipment Failure,4156,Ice
2548,Mobile,2024-01-17 19:11:00,2.5,2024-01-17 21:41:00.000000000,Weather,4770,High Wind
2549,Montgomery,2023-02-08 21:00:00,6.4,2023-02-09 03:24:00.000000000,Wildlife,3917,Clear
2550,Rural South,2024-03-18 13:22:00,4.7,2024-03-18 18:04:00.000000000,Weather,3709,Clear
2551,Huntsville,2023-01-18 10:18:00,2.42,2023-01-18 12:43:12.000000000,Equipment Failure,460,Heavy Rain
2552,Montgomery,2023-12-18 19:11:00,0.23,2023-12-18 19:24:48.000000000,Weather,1372,Heatwave
2553,Montgomery,2023-10-25 11:46:00,1.01,2023-10-25 12:46:36.000000000,Weather,360,Heatwave
2554,Birmingham,2023-10-10 14:10:00,1.37,2023-10-10 15:32:12.000000000,Maintenance,2706,Ice
2555,Montgomery,2024-08-08 23:37:00,2.92,2024-08-09 02:32:12.000000000,Maintenance,1318,High Wind
2556,Birmingham,2023-04-20 07:54:00,0.2,2023-04-20 08:06:00.000000000,Maintenance,4014,Heavy Rain
2557,Rural North,2023-06-29 10:54:00,2.27,2023-06-29 13:10:12.000000000,Maintenance,2935,Clear
2558,Rural South,2024-06-27 06:34:00,6.95,2024-06-27 13:31:00.000000000,Weather,4688,Heatwave
2559,Birmingham,2023-01-25 01:50:00,3.67,2023-01-25 05:30:12.000000000,Maintenance,254,Heavy Rain
2560,Huntsville,2023-02-26 01:29:00,4.78,2023-02-26 06:15:48.000000000,Weather,4655,Heavy Rain
2561,Rural South,2023-06-29 12:42:00,3.43,2023-06-29 16:07:48.000000000,Weather,4833,Heavy Rain
2562,Birmingham,2023-08-20 21:43:00,0.69,2023-08-20 22:24:24.000000000,Maintenance,4744,Clear
2563,Rural South,2023-12-09 22:36:00,0.35,2023-12-09 22:57:00.000000000,Wildlife,4689,Storm
2564,Rural South,2024-04-21 20:47:00,5.31,2024-04-22 02:05:36.000000000,Maintenance,2283,Heavy Rain
2565,Rural South,2024-07-29 18:44:00,3.57,2024-07-29 22:18:11.999999999,Wildlife,450,Storm
2566,Rural North,2024-03-30 02:11:00,2.57,2024-03-30 04:45:11.999999999,Other,3555,Heatwave
2567,Huntsville,2023-08-20 17:16:00,0.63,2023-08-20 17:53:48.000000000,Weather,1477,High Wind
2568,Mobile,2023-10-16 07:36:00,2.77,2023-10-16 10:22:12.000000000,Other,421,Heatwave
2569,Mobile,2023-08-01 01:37:00,0.1,2023-08-01 01:43:00.000000000,Equipment Failure,823,High Wind
2570,Birmingham,2023-09-15 19:03:00,0.38,2023-09-15 19:25:48.000000000,Wildlife,4351,High Wind
2571,Rural South,2024-06-13 04:52:00,1.12,2024-06-13 05:59:12.000000000,Maintenance,4688,Heatwave
2572,Birmingham,2024-11-17 17:04:00,1.76,2024-11-17 18:49:36.000000000,Equipment Failure,1740,Ice
2573,Rural North,2023-08-17 09:31:00,0.39,2023-08-17 09:54:24.000000000,Maintenance,1984,Clear
2574,Rural North,2023-08-14 04:09:00,0.38,2023-08-14 04:31:48.000000000,Weather,559,Storm
2575,Montgomery,2024-08-18 10:51:00,3.88,2024-08-18 14:43:48.000000000,Other,1947,Ice
2576,Rural North,2024-03-10 02:28:00,2.53,2024-03-10 04:59:48.000000000,Weather,213,Storm
2577,Montgomery,2024-02-06 23:38:00,2.29,2024-02-07 01:55:23.999999999,Weather,4456,Clear
2578,Huntsville,2024-09-13 00:43:00,1.81,2024-09-13 02:31:36.000000000,Weather,4424,Heavy Rain
2579,Birmingham,2023-03-29 17:47:00,11.26,2023-03-30 05:02:36.000000000,Weather,3598,Heatwave
2580,Huntsville,2024-08-06 18:21:00,0.15,2024-08-06 18:30:00.000000000,Weather,2546,Ice
2581,Rural North,2024-06-25 20:49:00,0.6,2024-06-25 21:25:00.000000000,Weather,116,Clear
2582,Huntsville,2024-11-14 02:41:00,3.13,2024-11-14 05:48:48.000000000,Equipment Failure,3821,Heatwave
2583,Huntsville,2023-11-05 04:12:00,0.44,2023-11-05 04:38:24.000000000,Equipment Failure,2711,Ice
2584,Huntsville,2023-12-09 02:11:00,2.67,2023-12-09 04:51:12.000000000,Weather,3907,High Wind
2585,Rural North,2024-03-11 07:53:00,2.52,2024-03-11 10:24:12.000000000,Weather,2229,Ice
2586,Rural South,2023-06-26 18:52:00,10.62,2023-06-27 05:29:12.000000000,Other,3946,Heavy Rain
2587,Huntsville,2023-05-19 11:45:00,6.45,2023-05-19 18:12:00.000000000,Weather,4100,Heavy Rain
2588,Montgomery,2023-07-13 17:38:00,8.73,2023-07-14 02:21:48.000000000,Weather,967,Storm
2589,Rural North,2023-07-05 04:34:00,0.36,2023-07-05 04:55:36.000000000,Weather,2585,Ice
2590,Huntsville,2023-08-06 03:06:00,6.08,2023-08-06 09:10:48.000000000,Weather,2377,High Wind
2591,Rural South,2023-06-13 15:48:00,0.41,2023-06-13 16:12:36.000000000,Maintenance,1070,Heavy Rain
2592,Rural North,2023-06-10 04:02:00,3.01,2023-06-10 07:02:36.000000000,Weather,2556,Storm
2593,Mobile,2024-06-08 04:23:00,3.82,2024-06-08 08:12:12.000000000,Equipment Failure,3746,High Wind
2594,Rural South,2024-08-23 08:41:00,0.53,2024-08-23 09:12:48.000000000,Weather,3776,High Wind
2595,Montgomery,2023-02-11 16:02:00,3.0,2023-02-11 19:02:00.000000000,Maintenance,1682,High Wind
2596,Huntsville,2023-07-29 13:02:00,0.16,2023-07-29 13:11:36.000000000,Maintenance,411,Clear
2597,Mobile,2023-10-02 18:30:00,1.04,2023-10-02 19:32:24.000000000,Weather,611,Heavy Rain
2598,Mobile,2023-10-06 08:54:00,7.62,2023-10-06 16:31:12.000000000,Weather,3009,Clear
2599,Rural North,2023-09-08 03:29:00,0.57,2023-09-08 04:03:11.999999999,Weather,4323,Clear
2600,Mobile,2023-11-06 00:45:00,0.2,2023-11-06 00:57:00.000000000,Maintenance,4291,Heavy Rain
2601,Montgomery,2024-12-20 00:25:00,1.76,2024-12-20 02:10:36.000000000,Weather,3462,Ice
2602,Montgomery,2023-05-20 21:29:00,5.7,2023-05-21 03:11:00.000000000,Equipment Failure,3644,Heatwave
2603,Birmingham,2024-06-29 02:54:00,0.24,2024-06-29 03:08:24.000000000,Weather,297,Storm
2604,Montgomery,2024-06-13 22:14:00,1.32,2024-06-13 23:33:12.000000000,Weather,97,Heatwave
2605,Rural South,2023-02-26 05:21:00,6.9,2023-02-26 12:15:00.000000000,Weather,2215,Heatwave
2606,Mobile,2023-04-22 19:18:00,0.38,2023-04-22 19:40:48.000000000,Weather,2977,Heatwave
2607,Montgomery,2023-01-05 00:54:00,1.12,2023-01-05 02:01:12.000000000,Weather,4260,Heatwave
2608,Rural North,2024-02-14 19:39:00,4.52,2024-02-15 00:10:12.000000000,Weather,3544,Heavy Rain
2609,Birmingham,2024-02-18 11:07:00,2.35,2024-02-18 13:28:00.000000000,Equipment Failure,229,Heatwave
2610,Mobile,2023-07-01 02:26:00,5.36,2023-07-01 07:47:36.000000000,Weather,1492,Storm
2611,Birmingham,2023-01-13 09:58:00,0.35,2023-01-13 10:19:00.000000000,Maintenance,3248,Ice
2612,Mobile,2023-12-05 00:19:00,7.6,2023-12-05 07:55:00.000000000,Maintenance,331,Heavy Rain
2613,Rural North,2023-09-16 21:32:00,8.2,2023-09-17 05:44:00.000000000,Maintenance,2748,Heatwave
2614,Birmingham,2023-03-31 05:32:00,0.51,2023-03-31 06:02:36.000000000,Other,4946,High Wind
2615,Huntsville,2024-09-07 15:06:00,0.1,2024-09-07 15:12:00.000000000,Weather,1846,Heavy Rain
2616,Rural South,2024-11-28 15:43:00,13.77,2024-11-29 05:29:12.000000000,Weather,2569,Ice
2617,Rural South,2023-09-07 15:10:00,1.97,2023-09-07 17:08:12.000000000,Equipment Failure,1578,Heatwave
2618,Mobile,2023-09-12 06:40:00,2.55,2023-09-12 09:13:00.000000000,Equipment Failure,2332,Clear
2619,Huntsville,2024-08-10 15:49:00,2.87,2024-08-10 18:41:12.000000000,Equipment Failure,4730,Heavy Rain
2620,Birmingham,2023-04-18 22:09:00,4.68,2023-04-19 02:49:48.000000000,Weather,2973,High Wind
2621,Huntsville,2024-10-29 00:27:00,5.01,2024-10-29 05:27:36.000000000,Equipment Failure,362,Heavy Rain
2622,Huntsville,2024-08-16 07:46:00,0.65,2024-08-16 08:25:00.000000000,Other,1038,Clear
2623,Birmingham,2024-08-11 21:23:00,0.81,2024-08-11 22:11:36.000000000,Weather,4580,Heavy Rain
2624,Rural North,2024-04-29 16:21:00,6.28,2024-04-29 22:37:48.000000000,Other,2019,High Wind
2625,Huntsville,2023-09-15 01:40:00,5.14,2023-09-15 06:48:24.000000000,Weather,937,Ice
2626,Huntsville,2024-09-30 09:10:00,2.88,2024-09-30 12:02:48.000000000,Weather,39,High Wind
2627,Rural North,2023-10-09 13:21:00,15.72,2023-10-10 05:04:12.000000000,Weather,2550,Ice
2628,Huntsville,2023-03-29 05:52:00,3.99,2023-03-29 09:51:24.000000000,Equipment Failure,3829,High Wind
2629,Huntsville,2023-07-23 22:03:00,0.73,2023-07-23 22:46:48.000000000,Equipment Failure,504,Storm
2630,Huntsville,2023-01-16 04:55:00,5.62,2023-01-16 10:32:12.000000000,Equipment Failure,4493,Heavy Rain
2631,Rural South,2023-05-31 05:52:00,1.61,2023-05-31 07:28:36.000000000,Equipment Failure,882,Heavy Rain
2632,Montgomery,2023-09-11 15:07:00,0.11,2023-09-11 15:13:36.000000000,Weather,844,Clear
2633,Rural North,2023-07-07 19:13:00,1.16,2023-07-07 20:22:36.000000000,Weather,3334,Storm
2634,Huntsville,2023-11-25 16:58:00,4.33,2023-11-25 21:17:48.000000000,Weather,639,Clear
2635,Rural South,2024-06-27 19:39:00,9.67,2024-06-28 05:19:12.000000000,Other,2996,Heavy Rain
2636,Rural North,2024-02-01 18:17:00,0.97,2024-02-01 19:15:12.000000000,Weather,39,Clear
2637,Mobile,2024-05-31 22:45:00,0.85,2024-05-31 23:36:00.000000000,Wildlife,3792,Ice
2638,Mobile,2024-04-03 18:33:00,2.49,2024-04-03 21:02:24.000000000,Weather,816,Storm
2639,Huntsville,2023-11-26 07:34:00,5.01,2023-11-26 12:34:36.000000000,Weather,1978,High Wind
2640,Rural South,2023-06-18 11:51:00,4.12,2023-06-18 15:58:12.000000000,Weather,3478,Ice
2641,Rural South,2024-11-23 16:19:00,2.46,2024-11-23 18:46:36.000000000,Weather,3590,Heatwave
2642,Rural North,2024-01-01 22:35:00,2.99,2024-01-02 01:34:24.000000000,Other,1970,High Wind
2643,Rural North,2023-06-27 12:18:00,0.83,2023-06-27 13:07:48.000000000,Maintenance,4349,Clear
2644,Rural South,2024-10-16 16:16:00,1.7,2024-10-16 17:58:00.000000000,Other,230,Heavy Rain
2645,Rural North,2023-12-28 22:51:00,0.88,2023-12-28 23:43:48.000000000,Wildlife,1353,Ice
2646,Rural South,2024-09-30 03:52:00,6.47,2024-09-30 10:20:12.000000000,Equipment Failure,4636,Storm
2647,Montgomery,2023-02-09 17:03:00,0.36,2023-02-09 17:24:36.000000000,Maintenance,2272,High Wind
2648,Rural South,2024-02-20 01:41:00,3.42,2024-02-20 05:06:12.000000000,Equipment Failure,2424,Heatwave
2649,Mobile,2023-12-21 15:52:00,0.9,2023-12-21 16:46:00.000000000,Maintenance,2171,Ice
2650,Rural North,2023-09-12 08:00:00,1.94,2023-09-12 09:56:24.000000000,Weather,4130,Heavy Rain
2651,Rural South,2023-05-23 20:37:00,1.07,2023-05-23 21:41:12.000000000,Equipment Failure,2991,Storm
2652,Rural South,2024-12-10 01:47:00,1.17,2024-12-10 02:57:12.000000000,Equipment Failure,867,Storm
2653,Rural North,2024-07-30 19:48:00,0.9,2024-07-30 20:42:00.000000000,Weather,782,High Wind
2654,Montgomery,2023-01-11 16:12:00,4.19,2023-01-11 20:23:24.000000000,Equipment Failure,2502,Ice
2655,Montgomery,2024-09-11 11:43:00,1.37,2024-09-11 13:05:12.000000000,Wildlife,29,Ice
2656,Rural North,2023-01-26 05:34:00,3.89,2023-01-26 09:27:24.000000000,Equipment Failure,815,Storm
2657,Birmingham,2024-02-25 01:25:00,1.83,2024-02-25 03:14:48.000000000,Equipment Failure,1390,Clear
2658,Rural North,2024-10-24 12:13:00,2.38,2024-10-24 14:35:48.000000000,Weather,2185,Storm
2659,Rural North,2023-08-09 14:34:00,2.35,2023-08-09 16:55:00.000000000,Maintenance,2415,Heavy Rain
2660,Montgomery,2024-05-10 06:03:00,11.17,2024-05-10 17:13:12.000000000,Weather,3373,Ice
2661,Montgomery,2023-08-25 00:59:00,1.37,2023-08-25 02:21:12.000000000,Other,3436,High Wind
2662,Rural North,2023-08-25 21:13:00,0.7,2023-08-25 21:55:00.000000000,Other,890,Ice
2663,Rural North,2023-08-07 09:19:00,7.28,2023-08-07 16:35:48.000000000,Other,3118,Storm
2664,Rural North,2024-05-01 01:56:00,0.58,2024-05-01 02:30:47.999999999,Weather,1343,Heavy Rain
2665,Montgomery,2024-04-05 14:33:00,5.39,2024-04-05 19:56:24.000000000,Weather,1694,Clear
2666,Rural North,2024-10-24 15:14:00,0.49,2024-10-24 15:43:24.000000000,Other,2974,Ice
2667,Rural North,2024-09-26 16:07:00,3.23,2024-09-26 19:20:48.000000000,Wildlife,1615,Storm
2668,Huntsville,2023-05-24 16:38:00,0.49,2023-05-24 17:07:24.000000000,Other,2567,Heatwave
2669,Birmingham,2023-07-08 00:43:00,7.7,2023-07-08 08:25:00.000000000,Equipment Failure,453,Storm
2670,Mobile,2023-09-12 08:28:00,2.5,2023-09-12 10:58:00.000000000,Equipment Failure,2052,Storm
2671,Birmingham,2023-03-09 19:48:00,1.2,2023-03-09 21:00:00.000000000,Weather,788,Heavy Rain
2672,Huntsville,2024-09-07 23:11:00,0.45,2024-09-07 23:38:00.000000000,Wildlife,3169,Storm
2673,Mobile,2023-12-02 21:55:00,1.39,2023-12-02 23:18:24.000000000,Maintenance,1756,Storm
2674,Rural North,2024-11-01 14:08:00,3.66,2024-11-01 17:47:36.000000000,Weather,3950,Storm
2675,Huntsville,2024-02-13 15:16:00,1.46,2024-02-13 16:43:36.000000000,Weather,430,Ice
2676,Rural North,2023-10-27 14:57:00,0.85,2023-10-27 15:48:00.000000000,Equipment Failure,1861,Storm
2677,Montgomery,2024-08-24 13:18:00,2.58,2024-08-24 15:52:47.999999999,Maintenance,2118,Heavy Rain
2678,Rural South,2023-12-23 14:35:00,1.62,2023-12-23 16:12:12.000000000,Weather,4684,Heatwave
2679,Huntsville,2023-09-13 04:45:00,0.54,2023-09-13 05:17:24.000000000,Weather,4006,Ice
2680,Montgomery,2023-12-19 20:27:00,0.5,2023-12-19 20:57:00.000000000,Weather,1368,Heatwave
2681,Huntsville,2024-06-04 11:23:00,3.69,2024-06-04 15:04:24.000000000,Weather,3920,Storm
2682,Huntsville,2024-06-07 13:38:00,11.03,2024-06-08 00:39:48.000000000,Other,2636,Clear
2683,Montgomery,2024-11-24 02:00:00,0.8,2024-11-24 02:48:00.000000000,Maintenance,2697,Heatwave
2684,Mobile,2023-10-11 15:44:00,4.45,2023-10-11 20:11:00.000000000,Maintenance,4216,Heavy Rain
2685,Birmingham,2023-11-08 16:57:00,0.28,2023-11-08 17:13:48.000000000,Maintenance,500,Clear
2686,Rural North,2023-04-09 20:11:00,1.44,2023-04-09 21:37:24.000000000,Weather,1305,Heavy Rain
2687,Huntsville,2023-07-16 15:06:00,2.12,2023-07-16 17:13:12.000000000,Maintenance,2091,Clear
2688,Rural North,2024-04-26 00:12:00,0.94,2024-04-26 01:08:24.000000000,Other,3381,Storm
2689,Rural South,2023-08-14 10:02:00,2.26,2023-08-14 12:17:36.000000000,Maintenance,2182,Clear
2690,Montgomery,2024-09-06 03:19:00,6.43,2024-09-06 09:44:48.000000000,Equipment Failure,3184,Heatwave
2691,Rural North,2024-09-09 09:45:00,8.67,2024-09-09 18:25:12.000000000,Maintenance,4074,Clear
2692,Montgomery,2023-12-31 07:27:00,0.32,2023-12-31 07:46:12.000000000,Other,3763,Heavy Rain
2693,Rural North,2024-01-03 14:00:00,0.95,2024-01-03 14:57:00.000000000,Weather,4999,Storm
2694,Birmingham,2024-07-23 18:14:00,11.61,2024-07-24 05:50:36.000000000,Weather,3839,Heavy Rain
2695,Birmingham,2024-08-12 09:49:00,0.95,2024-08-12 10:46:00.000000000,Other,1959,Storm
2696,Birmingham,2023-03-16 19:13:00,3.54,2023-03-16 22:45:24.000000000,Other,3390,Heatwave
2697,Birmingham,2023-02-11 14:48:00,0.88,2023-02-11 15:40:48.000000000,Equipment Failure,421,High Wind
2698,Birmingham,2024-02-26 00:42:00,1.32,2024-02-26 02:01:12.000000000,Weather,1432,Ice
2699,Birmingham,2023-06-30 08:39:00,0.64,2023-06-30 09:17:24.000000000,Weather,2991,Heatwave
2700,Montgomery,2024-06-28 17:16:00,5.82,2024-06-28 23:05:12.000000000,Equipment Failure,1686,Heatwave
2701,Huntsville,2023-03-12 12:04:00,6.43,2023-03-12 18:29:48.000000000,Other,1656,Ice
2702,Rural North,2024-07-21 10:22:00,1.06,2024-07-21 11:25:36.000000000,Weather,2721,Heavy Rain
2703,Birmingham,2023-04-15 16:27:00,5.2,2023-04-15 21:39:00.000000000,Equipment Failure,3969,Heatwave
2704,Montgomery,2023-07-19 13:22:00,1.33,2023-07-19 14:41:48.000000000,Other,1249,Storm
2705,Montgomery,2023-04-11 08:54:00,0.31,2023-04-11 09:12:36.000000000,Weather,612,Clear
2706,Montgomery,2023-11-03 05:01:00,4.26,2023-11-03 09:16:36.000000000,Maintenance,1947,Heatwave
2707,Huntsville,2024-08-08 08:46:00,2.72,2024-08-08 11:29:12.000000000,Weather,35,Ice
2708,Rural North,2024-11-13 18:58:00,0.96,2024-11-13 19:55:36.000000000,Wildlife,4689,Heatwave
2709,Huntsville,2024-01-12 07:39:00,0.88,2024-01-12 08:31:48.000000000,Other,1077,Heavy Rain
2710,Mobile,2024-10-16 13:51:00,11.14,2024-10-17 00:59:24.000000000,Weather,389,Heavy Rain
2711,Montgomery,2024-11-08 08:24:00,5.95,2024-11-08 14:21:00.000000000,Wildlife,1294,Heavy Rain
2712,Mobile,2024-02-03 22:11:00,4.98,2024-02-04 03:09:48.000000000,Other,4474,Storm
2713,Rural South,2023-08-09 15:31:00,0.41,2023-08-09 15:55:36.000000000,Other,3192,Heatwave
2714,Birmingham,2024-08-17 05:24:00,4.22,2024-08-17 09:37:12.000000000,Equipment Failure,3757,Heavy Rain
2715,Birmingham,2023-07-01 09:38:00,0.72,2023-07-01 10:21:12.000000000,Equipment Failure,2266,High Wind
2716,Huntsville,2023-11-03 12:40:00,11.37,2023-11-04 00:02:12.000000000,Weather,3937,Clear
2717,Rural North,2024-06-05 19:58:00,0.16,2024-06-05 20:07:36.000000000,Weather,4130,Heavy Rain
2718,Mobile,2024-01-31 14:10:00,1.3,2024-01-31 15:28:00.000000000,Equipment Failure,555,Storm
2719,Rural North,2023-01-04 19:55:00,1.68,2023-01-04 21:35:48.000000000,Weather,284,Clear
2720,Huntsville,2023-10-08 15:59:00,5.22,2023-10-08 21:12:12.000000000,Maintenance,3451,Clear
2721,Birmingham,2023-08-03 08:21:00,4.36,2023-08-03 12:42:36.000000000,Equipment Failure,2279,Ice
2722,Rural North,2024-09-01 05:33:00,1.41,2024-09-01 06:57:36.000000000,Wildlife,3118,Heavy Rain
2723,Rural North,2024-02-24 04:43:00,2.5,2024-02-24 07:13:00.000000000,Wildlife,2932,Heavy Rain
2724,Birmingham,2023-04-11 07:54:00,5.42,2023-04-11 13:19:12.000000000,Weather,3397,Heatwave
2725,Mobile,2024-06-04 17:57:00,0.06,2024-06-04 18:00:36.000000000,Equipment Failure,1880,Storm
